,date,company_name,action,maya_link,html_link
23,09:36 28/01/2015,די רום ,הנהלה ונושאי משרה-מצבת ליום 27.1.15,http://maya.tase.co.il/reports/details/946125,http://mayafiles.tase.co.il/RHtm/946001-947000/H946125.htm
24,09:20 28/01/2015,מדיוי תראפ-ש ,הנהלה ונושאי משרה-מצבת ליום 27.1.15,http://maya.tase.co.il/reports/details/946112,http://mayafiles.tase.co.il/RHtm/946001-947000/H946112.htm
25,07:55 28/01/2015,אזורים ,הנהלה ונושאי משרה-מצבת ליום 27.1.15,http://maya.tase.co.il/reports/details/946082,http://mayafiles.tase.co.il/RHtm/946001-947000/H946082.htm
26,21:47 27/01/2015,תפרון ,הנהלה ונושאי משרה-מצבת ליום 27.1.15,http://maya.tase.co.il/reports/details/946070,http://mayafiles.tase.co.il/RHtm/946001-947000/H946070.htm
27,18:55 27/01/2015,ג'ובוקיט ,הנהלה ונושאי משרה-מצבת ליום 16.1.15,http://maya.tase.co.il/reports/details/946055,http://mayafiles.tase.co.il/RHtm/946001-947000/H946055.htm
28,17:42 27/01/2015,מגדל ביטוח ,הנהלה ונושאי משרה-מצבת ליום 27.1.15,http://maya.tase.co.il/reports/details/946045,http://mayafiles.tase.co.il/RHtm/946001-947000/H946045.htm
29,15:26 27/01/2015,דלק קבוצה ,הנהלה ונושאי משרה-מצבת ליום 27.1.15,http://maya.tase.co.il/reports/details/946012,http://mayafiles.tase.co.il/RHtm/946001-947000/H946012.htm
30,13:06 27/01/2015,חד-אסף ,הנהלה ונושאי משרה-מצבת ליום 25.1.15,http://maya.tase.co.il/reports/details/945984,http://mayafiles.tase.co.il/RHtm/945001-946000/H945984.htm
31,11:59 27/01/2015,גו.די.אם ,הנהלה ונושאי משרה-מצבת ליום 26.1.15,http://maya.tase.co.il/reports/details/945964,http://mayafiles.tase.co.il/RHtm/945001-946000/H945964.htm
32,23:35 26/01/2015,שפיר הנדסה ,הנהלה ונושאי משרה-מצבת ליום 26.1.15,http://maya.tase.co.il/reports/details/945887,http://mayafiles.tase.co.il/RHtm/945001-946000/H945887.htm
33,16:41 26/01/2015,אקסלנס השקעות ,הנהלה ונושאי משרה-מצבת ליום 26.1.15,http://maya.tase.co.il/reports/details/945831,
34,14:25 26/01/2015,ספקטרוניקס ,הנהלה ונושאי משרה-מצבת ליום 26.1.15,http://maya.tase.co.il/reports/details/945788,http://mayafiles.tase.co.il/RHtm/945001-946000/H945788.htm
35,09:23 26/01/2015,מיי סייז ,הנהלה ונושאי משרה-מצבת ליום 26.1.15,http://maya.tase.co.il/reports/details/945690,
36,09:06 26/01/2015,מדיקל קומפרישין ,הנהלה ונושאי משרה-מצבת ליום 25.1.15,http://maya.tase.co.il/reports/details/945682,
37,20:31 25/01/2015,דירקט קפיטל-ש ,הנהלה ונושאי משרה-מצבת ליום 25.1.15,http://maya.tase.co.il/reports/details/945651,
38,10:27 25/01/2015,כרמית ,הנהלה ונושאי משרה-מצבת ליום 25.1.15,http://maya.tase.co.il/reports/details/945480,
